Country,Geography,VAR,Variable,TIME,Value
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2007,336485
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2008,335970
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2009,327112
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2010,327016
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2011,329942
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2012,339950
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2013,344850
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2014,348083
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2015,359306
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2016,364420
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2017,367780
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2018,370397
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2001,1181023
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2002,1173346
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2003,1171899
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2004,1188139
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2005,1206682
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2006,1227567
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2007,1259082
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2008,1260895
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2009,1225905
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2010,1207798
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2011,1225374
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2012,1240033
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2013,1259929
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2014,1285239
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2015,1313797
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2016,1338688
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2017,1356604
United States,Jackson (MO),EMP_IND_TOTAL,Employment at place of work,2018,1376767
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2001,82590
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2002,87067
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2003,87520
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2004,87874
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2005,87573
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2006,90187
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2007,92968
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2008,90756
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2009,88875
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2010,88611
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2011,88469
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2012,92113
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2013,94681
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2014,97907
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2015,100019
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2016,100910
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2017,103851
United States,Merced,EMP_IND_TOTAL,Employment at place of work,2018,106189
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2001,147909
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2002,150335
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2003,153854
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2004,156179
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2005,160907
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2006,164618
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2007,169731
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2008,172380
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2009,168407
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2010,170547
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2011,170963
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2012,175152
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2013,176407
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2014,179533
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2015,182567
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2016,188920
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2017,196689
Canada,Victoria,EMP_IND_TOTAL,Employment at place of work,2018,199422
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,49787
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,50194
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,50727
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,54129
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,57430
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,58095
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,57375
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,54258
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,48957
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,47991
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,47961
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,47054
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,47210
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,47396
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,49310
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,50038
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,50270
United States,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,51918
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,102965
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,102527
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,113073
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,123826
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,129797
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,123237
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,134108
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,118224
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,120210
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,120592
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,119607
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,126656
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,120527
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,131544
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,143048
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,145030
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,138491
United States,Polk,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,136970
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,68954
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,70127
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,76390
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,84180
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,82387
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,79777
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,91893
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,81720
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,79757
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,77897
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,82123
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,79759
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,81915
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,86455
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,84096
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,81505
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,85277
United States,Merced,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,82819
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,55212
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,54781
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,55661
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,56443
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,58181
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,59354
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,59424
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,57786
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,56710
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,57407
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,58000
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,58393
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,58411
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,58425
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,59814
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,60363
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,60118
United States,Milwaukee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,61267
United States,Jefferson (TX),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,105003
United States,Jefferson (TX),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,96408
